Number of cycles,Semicycle,1,2,3,4,5,6,7,8,9,10,11
231,0,  -2.163715825e-001,  -7.290797438e-002,  -1.255420748e-001,  -8.870655535e-004,  -5.217039783e-003,  -1.702551333e-002,  -4.789655188e-002,  4.722444813e-002,  3.159080911e+001,  3.143861562e+001,  -3.222920952e-001
232,1,-2.429879030e-001,  -2.956566914e-002,  -1.016993482e-001,  3.960903951e-002,  -5.784557402e-003,  9.941304261e-002,  1.338658135e-002,  2.502943400e-002,  3.155101255e+001,  3.138139766e+001,  -3.894066263e-001
232,0,  -3.110112532e-001,  -9.781965564e-002,  -1.745988980e-001,  8.605938765e-004,  2.968252157e-003,  1.240611737e-001,  3.743782685e-002,  5.464663922e-002,  3.155911975e+001,  3.139808555e+001,  -3.682335700e-001
233,1,-3.137024381e-001,  -5.047788214e-002,  -1.289895123e-001,  3.402354791e-002,  -2.626993789e-003,  8.981479581e-002,  1.404438579e-002,  6.470276125e-002,  3.154559861e+001,  3.143642329e+001,  -3.444713989e-001
233,0,  -3.368891263e-001,  -7.243621959e-002,  -8.276540477e-002,  1.393046260e-002,  -9.675363491e-004,  -7.719432597e-002,  -6.643909256e-002,  3.573582649e-002,  3.153321571e+001,  3.141443534e+001,  -3.162198891e-001
234,1,-2.456786932e-001,  -3.155697184e-002,  -1.026776324e-001,  4.060132106e-002,  -5.454946142e-003,  8.215005233e-002,  -1.529154652e-003,  1.633537976e-002,  3.151362631e+001,  3.137272235e+001,  -3.810260391e-001
234,0,  -3.026563474e-001,  -9.483292044e-002,  -1.575672607e-001,  -4.638420048e-003,  1.527945919e-003,  6.541583879e-002,  8.057533757e-003,  6.098854302e-002,  3.148463710e+001,  3.133310066e+001,  -3.279088110e-001
235,1,-2.723220529e-001,  -3.587976482e-002,  -1.187793707e-001,  4.043291143e-002,  -3.081439930e-003,  1.186001885e-001,  3.082391662e-002,  4.928897276e-002,  3.146823399e+001,  3.133385510e+001,  -3.726437146e-001
235,0,  -3.360625640e-001,  -7.685386561e-002,  -7.841268978e-002,  -1.283020763e-003,  1.169931931e-003,  -4.875721409e-002,  -7.156160816e-002,  -4.181872628e-002,  3.147267797e+001,  3.130846139e+001,  -3.886349750e-001
236,1,-2.656468065e-001,  -4.445484311e-002,  -4.337767722e-002,  1.739962212e-002,  -9.195718319e-003,  -1.220889092e-001,  -1.063458247e-001,  1.777228619e-003,  3.147847755e+001,  3.131483804e+001,  -3.366290551e-001
236,0,  -1.379920270e-001,  -2.884648250e-002,  -9.709643458e-002,  4.832673479e-002,  -9.770659458e-003,  -5.336779333e-002,  -9.510501598e-002,  4.783420141e-002,  3.148683867e+001,  3.131328047e+001,  -3.171123013e-001
237,1,-2.256231918e-001,  -2.359194458e-002,  -1.000195410e-001,  4.418607086e-002,  -4.695356876e-003,  6.360636358e-002,  -3.894548671e-003,  6.265440128e-002,  3.139471046e+001,  3.119565042e+001,  -3.459123457e-001
237,0,  -2.854437378e-001,  -5.089129452e-002,  -5.937092599e-002,  1.809711825e-002,  -1.749238422e-003,  -4.468532024e-002,  -7.571623895e-002,  -3.687616652e-002,  3.138431332e+001,  3.119712597e+001,  -3.866226922e-001
238,1,-2.360354455e-001,  -2.905486512e-002,  -4.701928394e-002,  2.578266256e-002,  -8.099975386e-003,  -9.393189696e-002,  -8.239566934e-002,  3.565559876e-002,  3.138418413e+001,  3.122337961e+001,  -3.213021139e-001
238,0,  -1.497909131e-001,  -1.225536947e-002,  -8.033944380e-002,  6.173981464e-002,  -7.222984920e-003,  2.430039048e-002,  -5.816941919e-002,  -5.336380480e-003,  3.137551485e+001,  3.119248763e+001,  -3.986762278e-001
239,1,-2.499999881e-001,  -2.348428164e-002,  -1.479746507e-002,  2.054641672e-002,  -1.041303498e-002,  -1.130027123e-001,  -1.131199550e-001,  -3.549785850e-002,  3.139410869e+001,  3.119097682e+001,  -3.809787845e-001
239,0,  -1.397669670e-001,  -4.090872582e-002,  -1.206742508e-001,  3.071541220e-002,  -8.024329186e-003,  2.410664137e-002,  -5.211832855e-002,  2.833400402e-002,  3.138631013e+001,  3.118730694e+001,  -3.690779663e-001
240,1,-2.696325064e-001,  -2.669903276e-002,  -3.289745263e-002,  2.236306359e-002,  -1.135123767e-002,  -6.533362623e-002,  -9.021523914e-002,  -4.386997751e-002,  3.132605190e+001,  3.117068183e+001,  -3.927722685e-001
240,0,  -1.831419538e-001,  -4.580457858e-002,  -3.181873228e-002,  -3.408298000e-003,  -9.991396500e-003,  -1.499073100e-001,  -1.392181149e-001,  -5.122349872e-002,  3.131379499e+001,  3.115518895e+001,  -3.741933233e-001
241,1,-2.058837811e-001,  -3.721174973e-002,  -1.053743573e-001,  3.990693515e-002,  -3.336734932e-003,  1.250687352e-002,  -3.946945601e-002,  5.884649411e-002,  3.133501219e+001,  3.115441162e+001,  -3.292038572e-001
241,0,  -2.455442041e-001,  -5.197296145e-002,  -1.001847365e-001,  3.176967713e-002,  -8.959615326e-004,  -2.772667267e-002,  -4.051348942e-002,  7.413024429e-002,  3.133987641e+001,  3.114832569e+001,  -2.959966708e-001
242,1,-2.426167046e-001,  -1.288665219e-002,  -4.853694813e-003,  3.096359554e-002,  -9.521550943e-003,  -1.215416007e-001,  -1.197870162e-001,  -4.138422009e-002,  3.131727664e+001,  3.113039686e+001,  -3.763590168e-001
242,0,  -1.358437304e-001,  -3.796717980e-002,  -1.098305845e-001,  2.307118427e-002,  -8.063580592e-003,  -1.282839542e-001,  -1.201643982e-001,  2.308387708e-002,  3.127009787e+001,  3.111926704e+001,  -3.273961611e-001
243,1,-2.265515387e-001,  -4.841920317e-003,  -9.573380080e-004,  3.562620615e-002,  -6.858731290e-003,  -1.647453557e-001,  -1.407900127e-001,  -2.061434270e-002,  3.124608518e+001,  3.110091845e+001,  -3.491517834e-001
243,0,  -1.070110399e-001,  8.738264595e-003,  9.396320857e-004,  4.505454733e-002,  -6.397597571e-003,  -1.803221631e-001,  -1.883430701e-001,  -7.475495379e-002,  3.124481366e+001,  3.109084048e+001,  -3.994766156e-001
244,1,-2.094043116e-001,  -1.801537895e-002,  -1.615388795e-002,  3.053323747e-002,  -4.223256500e-003,  -1.658705891e-001,  -1.421795596e-001,  -7.270522190e-003,  3.123065859e+001,  3.107860478e+001,  -3.356863508e-001
244,0,  -1.030863064e-001,  1.017620672e-002,  5.591482869e-003,  5.506127601e-002,  -2.873514836e-003,  -2.218235404e-001,  -2.038717138e-001,  -3.782273351e-002,  3.121686061e+001,  3.105769557e+001,  -3.510869626e-001
245,1,-1.985622829e-001,  -8.992141429e-003,  -1.903250396e-002,  3.928231922e-002,  -3.443255079e-003,  -1.084455334e-001,  -1.327721305e-001,  -5.401263246e-002,  3.118016219e+001,  3.101871795e+001,  -4.060658153e-001
245,0,  -1.644386711e-001,  -5.607867416e-002,  -9.798220857e-002,  4.047026609e-003,  -1.198234507e-003,  -7.999016495e-002,  -9.658170788e-002,  2.800000596e-002,  3.119403899e+001,  3.101629608e+001,  -3.240631964e-001
246,1,-2.131690319e-001,  -8.603515053e-003,  -2.563946261e-002,  3.741595402e-002,  -6.307987455e-003,  -1.285311343e-001,  -1.111006673e-001,  2.222532852e-002,  3.119799857e+001,  3.101606554e+001,  -3.293632250e-001
246,0,  -1.242905825e-001,  1.016220717e-002,  -3.053565427e-002,  6.679115072e-002,  -4.758945729e-003,  -1.444883355e-001,  -1.374043292e-001,  4.096519152e-002,  3.119688362e+001,  3.099025553e+001,  -3.136903510e-001
247,1,-2.053116041e-001,  -1.707942627e-002,  -9.803478823e-002,  5.044043398e-002,  -1.841503564e-003,  7.476993863e-002,  -8.906962898e-003,  3.317746131e-002,  3.115993287e+001,  3.094615461e+001,  -3.699367586e-001
247,0,  -2.933590354e-001,  -8.244540839e-002,  -1.574933865e-001,  9.445015634e-003,  5.328216251e-003,  1.131324524e-001,  3.221649939e-002,  5.752785954e-002,  3.115524592e+001,  3.092612602e+001,  -3.533502478e-001
248,1,-3.018670466e-001,  -3.953198847e-002,  -1.180250058e-001,  3.914888187e-002,  -2.407044424e-003,  1.165608153e-001,  2.538508467e-002,  4.243961020e-002,  3.114923541e+001,  3.097215769e+001,  -3.626574351e-001
248,0,  -3.462776324e-001,  -1.038374320e-001,  -1.773428680e-001,  2.507135751e-003,  4.247757809e-003,  1.195242467e-001,  4.180761205e-002,  6.395912661e-002,  3.116123990e+001,  3.096337933e+001,  -3.578464392e-001
249,1,-2.981048659e-001,  -3.789597620e-002,  -1.223872852e-001,  3.688093631e-002,  -2.558964766e-003,  1.041888558e-001,  2.325897639e-002,  6.286668891e-002,  3.110349164e+001,  3.092019280e+001,  -3.552543453e-001
249,0,  -3.372336528e-001,  -6.197686786e-002,  -4.799448205e-002,  1.165581586e-002,  1.156067663e-003,  -9.816852848e-002,  -8.620871190e-002,  -1.814034817e-002,  3.115763803e+001,  3.099061759e+001,  -3.587774241e-001
250,1,-2.398633706e-001,  -3.754881696e-002,  -1.170812196e-001,  3.965020103e-002,  -2.607117491e-003,  8.117282746e-002,  2.282858179e-003,  5.307875413e-002,  3.112747545e+001,  3.096211996e+001,  -3.465583741e-001
250,0,  -3.054813251e-001,  -7.888775322e-002,  -1.416450844e-001,  1.436014207e-002,  2.844865337e-003,  1.149191562e-001,  2.335255491e-002,  1.561149820e-002,  3.112034003e+001,  3.094947123e+001,  -3.882735429e-001
251,1,-2.875605555e-001,  -4.330644715e-002,  -1.275629107e-001,  3.467251733e-002,  -1.817298337e-003,  1.129414988e-001,  2.333972271e-002,  5.447029650e-002,  3.110067766e+001,  3.094175117e+001,  -3.584150765e-001
251,0,  -3.413511182e-001,  -8.987050941e-002,  -1.408628585e-001,  1.010466030e-002,  3.893666871e-003,  2.985055503e-002,  1.384055035e-005,  7.634748994e-002,  3.110917737e+001,  3.094170134e+001,  -3.062685741e-001
252,1,-2.759638181e-001,  -3.038364920e-002,  -7.113137409e-002,  3.361755130e-002,  -6.928362333e-003,  -4.665112516e-002,  -5.266153365e-002,  6.042480643e-002,  3.109574543e+001,  3.093928953e+001,  -3.081335730e-001
252,0,  -2.004525125e-001,  -2.183122308e-002,  -1.088004790e-001,  6.047544885e-002,  -4.095014260e-003,  5.085781193e-002,  -2.002547824e-002,  6.553478722e-002,  3.110084199e+001,  3.094204418e+001,  -3.337464865e-001
